id,gmepId
348,198
349,199
350,199
351,200
352,201
353,202
354,203
355,203
356,204
357,204
358,205
359,206
360,207
361,208
362,209
363,210
364,211
365,212
366,213
367,214
368,215
369,216
370,217
371,218
372,219
373,220
374,221
375,222
376,223
377,224
378,225
379,226
380,227
381,228
382,229
383,230
384,231
385,232
386,233
387,234
388,235
389,236
390,237
391,238
392,239
393,240
394,241
395,242
396,243
397,244
398,245
399,246
400,247
401,248
402,249
403,249
404,250
405,250
406,251
407,251
408,252
409,252
410,253
411,253
412,254
413,255
414,255
415,255
416,256
417,257
418,258
419,259
420,260
421,261
422,261
423,262
424,263
425,263
426,264
427,265
428,265
429,265
430,266
431,267
432,268
433,269
434,270
435,271
436,271
437,272
438,273
439,274
440,275
441,276
442,276
443,277
444,278
445,279
446,279
447,280
448,280
449,280
450,281
451,282
452,282
453,283
454,283
455,284
456,285
457,286
458,287
459,287
460,288
461,288
462,289
463,290
464,291
465,292
466,293
467,294
468,294
469,295
470,295
471,296
472,296
473,297
474,297
475,298
476,299
477,300
478,301
479,301
480,302
481,302
482,303
483,303
484,304
485,304
486,305
487,306
488,307
489,307
490,307
491,307
492,308
493,308
494,308
495,308
496,308
497,308
498,308
499,309
500,309
501,309
502,309
503,309
504,310
505,310
506,311
507,312
508,312
509,312
510,313
511,314
512,315
513,315
514,315
515,315
516,316
517,317
518,317
519,317
520,318
521,318
522,319
523,320
524,321
525,321
526,321
527,321
528,321
529,322
530,323
531,323
532,324
533,324
534,324
535,325
536,325
537,326
538,327
539,327
540,328
541,328
542,329
543,329
544,330
545,330
546,331
547,331
548,332
549,332
550,333
551,333
552,334
553,334
554,335
555,335
556,336
557,337
558,338
559,338
560,339
561,340
562,340
563,341
564,341
565,341
566,341
567,342
568,342
569,342
570,343
571,344
572,344
573,344
574,345
575,345
576,345
577,345
578,346
579,346
580,346
581,347
582,348
583,349
584,349
585,350
586,351
587,352
588,353
589,354
590,354
591,354
592,354
593,354
594,354
595,355
596,356
597,357
598,358
599,359
600,360
601,361
602,361
603,361
604,362
605,362
606,362
607,363
608,363
609,363
610,364
611,364
612,364
613,364
614,365
615,366
616,367
617,368
618,369
619,370
620,371
621,371
622,372
623,373
624,374
625,373
626,375
627,375
628,376
629,376
630,376
631,376
632,376
633,376
634,377
635,378
636,379
637,380
638,381
639,381
640,381
641,382
642,383
643,383
644,383
645,383
646,383
647,383
648,383
649,384
650,385
651,386
652,387
653,388
654,389
655,389
656,389
657,390
658,391
659,391
660,391
661,392
662,392
663,393
664,393
665,394
666,395
667,396
668,397
669,398
670,398
671,398
672,398
673,398
674,399
675,399
676,400
677,401
678,402
679,402
680,403
681,403
682,404
683,405
684,405
685,405
686,406
687,407
688,407
689,407
690,407
691,407
692,408
693,409
694,409
695,409
696,410
697,411
698,412
699,412
700,412
701,413
702,414
703,414
704,414
705,414
706,415
707,415
708,415
709,415
710,416
711,416
712,417
713,418
714,419
715,420
716,420
717,421
718,421
719,421
720,422
721,422
722,422
723,423
724,424
725,425
726,425
727,426
728,427
729,428
730,429
731,430
732,430
733,430
734,431
735,432
736,433
737,434
738,435
739,436
740,437
741,438
742,439
743,440
744,440
745,440
746,441
747,441
748,442
749,442
750,443
751,443
752,444
753,445
754,446
755,446
756,447
757,448
758,449
759,449
760,449
761,450
762,451
763,452
764,453
765,454
766,455
767,456
768,456
769,456
770,456
771,456
772,456
773,457
774,458
775,458
776,458
777,459
778,459
779,460
780,460
781,460
782,460
783,460
784,461
785,462
786,463
787,464
788,464
789,464
790,464
791,465
792,466
793,466
794,466
795,467
796,467
797,467
798,468
799,469
800,469
801,469
802,469
803,470
804,471
805,471
806,472
807,473
808,473
809,473
810,474
811,474
812,474
813,474
814,474
815,475
816,476
817,476
818,477
819,477
820,478
821,478
822,479
823,479
824,479
825,479
826,480
827,480
828,481
829,482
830,482
831,483
832,483
833,483
834,483
835,484
836,485
837,486
838,486
839,486
840,487
841,488
842,489
843,490
844,491
845,492
846,493
847,494
848,494
849,494
850,494
851,494
852,494
853,495
854,496
855,496
856,497
857,498
858,499
859,499
860,500
861,500
862,500
863,500
864,501
865,502
866,503
867,504
868,505
869,506
870,506
871,506
872,506
873,507
874,507
875,507
876,507
877,507
878,508
879,508
880,508
881,508
882,508
883,509
884,509
885,510
886,510
887,510
888,510
889,510
890,510
891,510
892,510
893,510
894,510
895,510
896,510
897,510
898,511
899,512
900,513
901,513
902,514
903,515
904,516
905,517
906,518
907,519
908,520
909,520
910,521
911,521
912,522
913,522
914,523
915,524
916,525
917,526
918,526
919,526
920,526
921,526
922,527
923,528
924,528
925,528
926,529
927,529
928,529
929,529
930,530
931,530
932,531
933,531
934,532
935,532
936,533
937,533
938,534
939,534
940,535
941,535
942,535
943,535
944,536
945,537
946,538
947,539
948,539
949,539
950,539
951,539
952,540
953,540
954,541
955,542
956,543
957,544
958,545
959,545
960,546
961,546
962,546
963,547
964,547
965,548
966,548
967,549
968,550
969,550
970,551
971,939
972,552
973,553
974,553
975,554
976,555
977,555
978,555
979,555
980,555
981,556
982,556
983,557
984,558
985,559
986,560
987,561
988,562
989,562
990,562
991,562
992,563
993,564
994,565
995,565
996,566
997,566
998,566
999,567
1000,568
1001,569
1002,570
1003,570
1004,570
1005,570
1006,571
1007,572
1008,572
1009,573
1010,573
1011,574
1012,575
1013,575
1014,576
1015,576
1016,576
1017,577
1018,577
1019,577
1020,578
1021,578
1022,579
1023,579
1024,580
1025,581
1026,581
1027,581
1028,582
1029,583
1030,584
1031,585
1032,586
1033,587
1034,588
1035,588
1036,588
1037,588
1038,588
1039,589
1040,590
1041,591
1042,592
1043,593
1044,594
1045,594
1046,595
1047,596
1048,597
1049,598
1050,599
1051,600
1052,600
1053,601
1054,601
1055,601
1056,602
1057,603
1058,603
1059,604
1060,605
1061,605
1062,605
1063,606
1064,606
1065,607
1066,607
1067,629
1068,608
1069,609
1070,610
1071,610
1072,610
1073,610
1074,611
1075,611
1076,611
1077,611
1078,612
1079,613
1080,614
1081,614
1082,614
1083,615
1084,615
1085,615
1086,616
1087,616
1088,616
1089,616
1090,617
1091,618
1092,618
1093,619
1094,620
1095,620
1096,620
1097,620
1098,621
1099,622
1100,622
1101,623
1102,623
1103,624
1104,625
1105,625
1106,625
1107,625
1108,626
1109,626
1110,627
1111,627
1112,627
1113,627
1114,627
1115,627
1116,627
1117,627
1118,628
1119,628
1120,628
1121,628
1122,630
1123,630
1124,630
1125,630
1126,630
1127,630
1128,630
1129,631
1130,631
1131,632
1132,633
1133,633
1134,633
1135,633
1136,634
1137,638
1138,636
1139,635
1140,637
1141,639
1142,640
1143,641
1144,641
1145,641
1146,642
1147,643
1148,643
1149,644
1150,645
1151,645
1152,646
1153,646
1154,646
1155,647
1156,647
1157,647
1158,647
1159,647
1160,647
1161,648
1162,648
1163,648
1164,648
1165,649
1166,649
1167,650
1168,651
1169,651
1170,651
1171,652
1172,653
1173,654
1174,655
1175,656
1176,657
1177,657
1178,658
1179,659
1180,660
1181,661
1182,661
1183,661
1184,662
1185,662
1186,662
1187,662
1188,662
1189,662
1190,662
1191,662
1192,662
1193,662
1194,663
1195,664
1196,664
1197,665
1198,666
1199,667
1200,668
1201,669
1202,670
1203,671
1204,671
1205,672
1206,673
1207,674
1208,675
1209,676
1210,676
1211,677
1212,677
1213,677
1214,678
1215,678
1216,678
1217,678
1218,678
1219,679
1220,679
1221,679
1222,679
1223,680
1224,680
1225,681
1226,682
1227,682
1228,683
1229,684
1230,684
1231,684
1232,685
1233,686
1234,687
1235,688
1236,689
1237,690
1238,691
1239,691
1240,692
1241,693
1242,693
1243,693
1244,693
1245,693
1246,693
1247,694
1248,695
1249,696
1250,696
1251,697
1252,698
1253,698
1254,698
1255,699
1256,699
1257,700
1258,700
1259,701
1260,701
1261,701
1262,702
1263,702
1264,703
1265,703
1266,704
1267,704
1268,704
1269,704
1270,704
1271,705
1272,706
1273,707
1274,707
1275,707
1276,708
1277,709
1278,710
1279,710
1280,710
1281,710
1282,711
1283,712
1284,712
1285,712
1286,712
1287,713
1288,714
1289,715
1290,716
1291,717
1292,717
1293,717
1294,718
1295,718
1296,719
1297,720
1298,721
1299,722
1300,722
1301,722
1302,722
1303,722
1304,722
1305,722
1306,722
1307,723
1308,723
1309,723
1310,723
1311,723
1312,723
1313,723
1314,723
1315,724
1316,724
1317,724
1318,724
1319,724
1320,724
1321,724
1322,724
1323,724
1324,724
1325,724
1326,724
1327,724
1328,724
1329,724
1330,724
1331,724
1332,724
1333,724
1334,724
1335,724
1336,724
1337,724
1338,724
1339,724
1340,724
1341,724
1342,725
1343,725
1344,726
1345,726
1346,727
1347,727
1348,727
1349,728
1350,729
1351,730
1352,730
1353,730
1354,730
1355,730
1356,730
1357,730
1358,730
1359,731
1360,732
1361,732
1362,733
1363,734
1364,734
1365,734
1366,734
1367,734
1368,734
1369,735
1370,735
1371,736
1372,736
1373,736
1374,737
1375,737
1376,738
1377,738
1378,738
1379,738
1380,738
1381,738
1382,738
1383,738
1384,738
1385,739
1386,740
1387,741
1388,742
1389,743
1390,744
1391,745
1392,746
1393,746
1394,746
1395,746
1396,747
1397,747
1398,747
1399,748
1400,748
1401,749
1402,749
1403,749
1404,750
1405,750
1406,751
1407,752
1408,752
1409,753
1410,754
1411,755
1412,756
1413,756
1414,756
1415,756
1416,757
1417,757
1418,757
1419,757
1420,757
1421,758
1422,758
1423,758
1424,758
1425,758
1426,758
1427,759
1428,760
1429,760
1430,760
1431,760
1432,760
1433,760
1434,760
1435,761
1436,761
1437,762
1438,762
1439,763
1440,763
1441,763
1442,763
1443,763
1444,763
1445,764
1446,764
1447,764
1448,764
1449,764
1450,765
1451,766
1452,766
1453,766
1454,767
1455,767
1456,767
1457,767
1458,767
1459,768
1460,768
1461,769
1462,769
1463,769
1464,770
1465,771
1466,772
1467,772
1468,772
1469,772
1470,773
1471,773
1472,773
1473,773
1474,774
1475,774
1476,775
1477,776
1478,776
1479,776
1480,777
1481,777
1482,777
1483,777
1484,777
1485,778
1486,778
1487,778
1488,778
1489,778
1490,778
1491,778
1492,779
1493,780
1494,781
1495,781
1496,781
1497,782
1498,782
1499,782
1500,782
1501,782
1502,782
1503,783
1504,783
1505,783
1506,783
1507,784
1508,784
1509,784
1510,784
1511,784
1512,784
1513,784
1514,784
1515,784
1516,785
1517,785
1518,785
1519,786
1520,787
1521,787
1522,787
1523,787
1524,788
1525,788
1526,788
1527,789
1528,790
1529,790
1530,791
1531,791
1532,792
1533,792
1534,792
1535,792
1536,793
1537,793
1538,793
1539,793
1540,793
1541,793
1542,793
1543,794
1544,794
1545,794
1546,795
1547,795
1548,795
1549,795
1550,796
1551,796
1552,796
1553,797
1554,797
1555,797
1556,797
1557,797
1558,797
1559,797
1560,797
1561,797
1562,797
1563,798
1564,798
1565,799
1566,800
1567,800
1568,800
1569,800
1570,800
1571,800
1572,801
1573,801
1574,801
1575,802
1576,803
1577,804
1578,805
1579,805
1580,806
1581,806
1582,807
1583,807
1584,808
1585,808
1586,808
1587,809
1588,809
1589,809
1590,810
1591,810
1592,810
1593,810
1594,810
1595,810
1596,810
1597,811
1598,812
1599,813
1600,813
1601,813
1602,814
1603,814
1604,814
1605,814
1606,814
1607,814
1608,814
1609,814
1610,815
1611,815
1612,816
1613,816
1614,816
1615,816
1616,816
1617,816
1618,817
1619,818
1620,818
1621,819
1622,819
1623,819
1624,820
1625,820
1626,821
1627,821
1628,821
1629,821
1630,822
1631,822
1632,822
1633,822
1634,822
1635,822
1636,822
1637,823
1638,823
1639,823
1640,824
1641,824
1642,824
1643,824
1644,825
1645,825
1646,825
1647,826
1648,826
1649,826
1650,826
1651,826
1652,826
1653,826
1654,826
1655,826
1656,826
1657,826
1658,826
1659,827
1660,827
1661,828
1662,828
1663,828
1664,828
1665,828
1666,828
1667,828
1668,828
1669,828
1670,828
1671,829
1672,830
1673,831
1674,832
1675,832
1676,833
1677,833
1678,834
1679,834
1680,834
1681,834
1682,835
1683,836
1684,836
1685,837
1686,837
1687,838
1688,839
1689,839
1690,839
1691,840
1692,840
1693,840
1694,841
1695,841
1696,841
1697,842
1698,842
1699,843
1700,844
1701,844
1702,844
1703,844
1704,844
1705,845
1706,845
1707,845
1708,845
1709,846
1710,846
1711,846
1712,846
1713,846
1714,846
1715,846
1716,847
1717,847
1718,847
1719,847
1720,847
1721,847
1722,847
1723,847
1724,847
1725,847
1726,847
1727,847
1728,848
1729,848
1730,849
1731,850
1732,850
1733,850
1734,850
1735,850
1736,850
1737,851
1738,851
1739,851
1740,851
1741,852
1742,852
1743,852
1744,853
1745,854
1746,854
1747,854
1748,854
1749,855
1750,856
1751,857
1752,857
1753,857
1754,858
1755,858
1756,859
1757,859
1758,859
1759,859
1760,859
1761,860
1762,861
1763,861
1764,861
1765,861
1766,861
1767,862
1768,862
1769,862
1770,862
1771,862
1772,862
1773,862
1774,863
1775,864
1776,864
1777,864
1778,865
1779,865
1780,865
1781,865
1782,866
1783,867
1784,868
1785,869
1786,870
1787,870
1788,871
1789,871
1790,872
1791,873
1792,874
1793,875
1794,875
1795,876
1796,876
1797,876
1798,876
1799,877
1800,878
1801,879
1802,880
1803,880
1804,881
1805,882
1806,882
1807,883
1808,884
1809,884
1810,885
1811,885
1812,885
1813,886
1814,887
1815,887
1816,887
1817,888
1818,888
1819,888
1820,889
1821,889
1822,889
1823,889
1824,889
1825,889
1826,889
1827,890
1828,890
1829,891
1830,892
1831,892
1832,892
1833,892
1834,892
1835,892
1836,893
1837,893
1838,893
1839,894
1840,894
1841,894
1842,894
1843,895
1844,895
1845,895
1846,895
1847,895
1848,895
1849,896
1850,896
1851,896
1852,896
1853,896
1854,896
1855,896
1856,896
1857,896
1858,897
1859,897
1860,897
1861,897
1862,897
1863,897
1864,898
1865,898
1866,898
1867,898
1868,899
1869,899
1870,899
1871,899
1872,899
1873,900
1874,900
1875,901
1876,902
1877,902
1878,903
1879,904
1880,905
1881,905
1882,905
1883,905
1884,905
1885,905
1886,905
1887,905
1888,905
1889,905
1890,906
1891,906
1892,906
1893,906
1894,907
1895,907
1896,907
1897,907
1898,908
1899,908
1900,908
1901,909
1902,910
1903,910
1904,910
1905,910
1906,911
1907,911
1908,911
1909,911
1910,912
1911,913
1912,914
1913,915
1914,915
1915,916
1916,916
1917,916
1918,916
1919,916
1920,916
1921,916
1922,916
1923,917
1924,918
1925,918
1926,918
1927,918
1928,918
1929,918
1930,918
1931,918
1932,918
1933,918
1934,918
1935,918
1936,918
1937,918
1938,918
1939,918
1940,918
1941,918
1942,919
1943,920
1944,921
1945,922
1946,923
1947,923
1948,923
1949,924
1950,924
1951,925
1952,925
1953,925
1954,925
1955,925
1956,926
1957,926
1958,926
1959,927
1960,927
1961,927
1962,928
1963,929
1964,929
1965,929
1966,929
1967,929
1968,930
1969,930
1970,930
1971,930
1972,930
1973,931
1974,931
1975,931
1976,931
1977,931
1978,932
1979,933
1980,934
1981,935
1982,936
1983,937
1984,938
1985,145
1986,145
1987,940
1988,941
1989,942
1990,944
1991,943
1992,944
1993,944
1994,944
1995,945
1996,948
1997,948
1998,948
1999,946
2000,949
2001,946
2002,949
2003,947
2004,947
2005,947
2006,446
2007,950
2008,951
2009,952
2010,953
2011,954
2012,955
2013,956
2014,957
2015,958
2016,959
2017,960
2018,961
2019,962
2020,963
2021,965
2022,964
2023,966
2024,967
2025,968
2026,969
2027,970
2028,971
2029,972
2030,973
2031,974
2032,975
2033,976
2034,977
2035,978
2036,979
2037,980
2038,981
2039,982
2040,983
2041,984
2042,985
2043,986
2044,987
2045,988
2046,989
2047,990
2048,991
2049,992
2050,993
2051,994
2052,995
2053,996
2054,996
2055,997
2056,1000
2057,998
2058,999
2059,1001
2060,1002
2061,1003
2062,1003
2063,1004
2064,1004
2065,1005
2066,1006
2067,1007
2068,1008
2069,1008
2070,1008
2071,1009
2072,1009
2073,1009
2074,1009
2075,1010
2076,1011
2077,1011
2078,1012
2079,1012
2080,1012
2081,1012
2082,1013
2083,1014
2084,1014
2085,1015
2086,1016
2087,1017
2088,1018
2089,1018
2090,1018
2091,1018
2092,1019
2093,1020
2094,1021
2095,1022
2096,1023
2097,1023
2098,1023
2099,1024
2100,1024
2101,1024
2102,1024
2103,1026
2104,1027
2105,1025
2106,1028
2107,1028
2108,1029
2109,1029
2110,1030
2111,1030
2112,1030
2113,1031
2114,1031
2115,1032
2116,1032
2117,1033
2118,1033
2119,1033
2120,1034
2121,1034
2122,1035
2123,1036
2124,1036
2125,1037
2126,1037
2127,1037
2128,1038
2129,1039
2130,1040
2131,1040
2132,1041
2133,1041
2134,1041
2135,1042
2136,1042
2137,1043
2138,1044
2139,1044
2140,1044
2141,1045
2142,1045
2143,1045
2144,1045
2145,1046
2146,1047
2147,1047
2148,1047
2149,1048
2150,1048
2151,1048
2152,1049
2153,1050
2154,1050
2155,1051
2156,1052
2157,1053
2158,1053
2159,1054
2160,1054
2161,1055
2162,1056
2163,1056
2164,1056
2165,1058
2166,1058
2167,1057
2168,1058
2169,1060
2170,1059
2171,1061
2172,1062
2173,1062
2174,1063
2175,1063
2176,1063
2177,1063
2178,1064
2179,1064
2180,1064
2181,1065
2182,1065
2183,1065
2184,1066
2185,1067
2186,1067
2187,1068
2188,1069
2189,1069
2190,1070
2191,1071
2192,1071
2193,1071
2194,1072
2195,1072
2196,1072
2197,1073
2198,1073
2199,1073
2200,1073
2201,1074
2202,1074
2203,1074
2204,1074
2205,1075
2206,1075
2207,1075
2208,1076
2209,1077
2210,1077
2211,1077
2212,1078
2213,1079
2214,1079
2215,1079
2216,1080
2217,1080
2218,1080
2219,1081
2220,1081
2221,1082
2222,1082
2223,1082
2224,1082
2225,1083
2226,1083
2227,1083
2228,1083
2229,1084
2230,1085
2231,1085
2232,1086
2233,1087
2234,1087
2235,1087
2236,1087
2237,1088
2238,1088
2239,1088
2240,1089
2241,1089
2242,1090
2243,1090
2244,1091
2245,1091
2246,1092
2247,1093
2248,1093
2249,1094
2250,1094
2251,1095
2252,1096
2253,1096
2254,1096
2255,1097
2256,1097
2257,1097
2258,1097
2259,1098
2260,1098
2261,1098
2262,1099
2263,1100
2264,1100
2265,1100
2266,1100
2267,1101
2268,1102
2269,1103
2270,1104
2271,1105
2272,1105
2273,1105
2274,1105
2275,1106
2276,1107
2277,1107
2278,1108
2279,1109
2280,1109
2281,1109
2282,1110
2283,1110
2284,1110
2285,1110
2286,1111
2287,1111
2288,1111
2289,1111
2290,1112
2291,1112
2292,1113
2293,1113
2294,1114
2295,1115
2296,1115
2297,1115
2298,1116
2299,1116
2300,1116
2301,1117
2302,1117
2303,1117
2304,1117
2305,1118
2306,1118
2307,1120
2308,1119
2309,1121
2310,1122
2311,1123
2312,1123
2313,1123
2314,1124
2315,1124
2316,1125
2317,1125
2318,1126
2319,1127
2320,1127
2321,1128
2322,1129
2323,1130
2324,1132
2325,1133
2326,1134
2327,1137
2328,1135
2329,1136
2330,1138
2331,1139
2332,1140
2333,1141
2334,1142
2335,1143
2336,1144
2337,1145
2338,1146
2339,1147
2340,1148
2341,1149
2342,1150
2343,1151
2344,1153
2345,1152
2346,1182
2347,1154
2348,1177
2349,1155
2350,1156
2351,1157
2352,1158
2353,1160
2354,1161
2355,1162
2356,1163
2357,1164
2358,1165
2359,1166
2360,1167
2361,1168
2362,1169
2363,1170
2364,1171
2365,1172
2366,1173
2367,1174
2368,1175
2369,1176
2370,1178
2371,1179
2372,1180
2373,1181
2374,1159
2375,1183
2376,1184
2377,1185
2378,1186
2379,1187
2380,1477
2381,1280
2382,1199
2383,1220
2384,1220
2385,1220
2386,1246
2387,1246
2388,1221
2389,1221
2390,1221
2391,1221
2392,1221
2393,1221
2394,1245
2395,1222
2396,1222
2397,1222
2398,1223
2399,1223
2400,1224
2401,1224
2402,1225
2403,1323
2404,1323
2405,1323
2406,1322
2407,1323
2408,1322
2409,1322
2410,1399
2411,1400
2412,1406
2413,1406
2414,1406
2415,1409
2416,1409
2417,1399
2418,1416
2419,1456
2420,1456
2421,1456
2422,1456
2423,1456
2424,1456
2425,1456
2426,1457
2427,1457
2428,1457
2429,1316
2430,1457
2431,1457
2432,1457
2433,1457
2434,1457
2435,1457
2436,1457
2437,1457
2438,1457
2439,1457
2440,1457
2441,1457
2442,1457
2443,1457
2444,1458
2445,1478
2446,1478
2447,1478
2448,1478
2449,1484
2450,1515
2451,1515
2452,1515
2453,1515
2454,1515
2455,1515
2456,1515
2457,1516
2458,1516
2459,1516
2460,1214
2461,1214
2462,1214
2463,1215
2464,1215
2465,1215
2466,1215
2467,1215
2468,1217
2469,1216
2470,1216
2471,1216
2472,1216
2473,1216
2474,1521
2475,1521
2476,1521
2477,1521
2478,1521
2479,1521
2480,1521
2481,1521
2482,1336
2483,1336
2484,1336
2485,1336
2486,1336
2487,1257
2488,1258
2489,1258
2490,1287
2491,1515
2492,1287
2493,1287
2494,1288
2495,1333
2496,1333
2497,1333
2498,1333
2499,1333
2500,1515
2501,1387
2502,1257
2503,1257
2504,1257
2505,1257
2506,1259
2507,1316
2508,1316
2509,1355
2510,1355
2511,1355
2512,1355
2513,1355
2514,1417
2515,1437
2516,1437
2517,1437
2518,1437
2519,1437
2520,1437
2521,1437
2522,1437
2523,1437
2524,1459
2525,1459
2526,1459
2527,1482
2528,1482
2529,1440
2530,1443
2531,1440
2532,1443
2533,1443
2534,1444
2535,1507
2536,1507
2537,1507
2538,1507
2539,1507
2540,1507
2541,1243
2542,1244
2543,1260
2544,1260
2545,1260
2546,1334
2547,1334
2548,1334
2549,1334
2550,1334
2551,1334
2552,1334
2553,1510
2554,1510
2555,1510
2556,1511
2557,1511
2558,1511
2559,1511
2560,1511
2561,1511
2562,1511
2563,1511
2564,1511
2565,1512
2566,1512
2567,1518
2568,1518
2569,1517
2570,1518
2571,1518
2572,1519
2573,1517
2574,1518
2575,1518
2576,1401
2577,1226
2578,1514
2579,1514
2580,1513
2581,1317
2582,1317
2583,1318
2584,1317
2585,1317
2586,1319
2587,1492
2588,1487
2589,1494
2590,1486
2591,1488
2592,1489
2593,1490
2594,1491
2595,1487
2596,1493
2597,1487
2598,1487
2599,1499
2600,1499
2601,1500
2602,1500
2603,1500
2604,1500
2605,1306
2606,1307
2607,1307
2608,1307
2609,1307
2610,1307
2611,1307
2612,1307
2613,1307
2614,1307
2615,1431
2616,1433
2617,1432
2618,1432
2619,1431
2620,1432
2621,1431
2622,1432
2623,1431
2624,1431
2625,1307
2626,1432
2627,1467
2628,1467
2629,1467
2630,1467
2631,1467
2632,1432
2633,1431
2634,1466
2635,1466
2636,1466
2637,1283
2638,1283
2639,1283
2640,1283
2641,1283
2642,1283
2643,1283
2644,1283
2645,1283
2646,1496
2647,1418
2648,1418
2649,1375
2650,1375
2651,1375
2652,1375
2653,1375
2654,1278
2655,1278
2656,1278
2657,1279
2658,1279
2659,1279
2660,1477
2661,1477
2662,1477
2663,1477
2664,1308
2665,1308
2666,1308
2667,1307
2668,1307
2669,1432
2670,1433
2671,1432
2672,1441
2673,1441
2674,1441
2675,1441
2676,1441
2677,1441
2678,1441
2679,1441
2680,1438
2681,1438
2682,1439
2683,1344
2684,1345
2685,1346
2686,1347
2687,1460
2688,1460
2689,1460
2690,1460
2691,1194
2692,1194
2693,1195
2694,1238
2695,1273
2696,1236
2697,1273
2698,1233
2699,1233
2700,1233
2701,1270
2702,1235
2703,1271
2704,1271
2705,1237
2706,1261
2707,1261
2708,1269
2709,1304
2710,1304
2711,1304
2712,1304
2713,1301
2714,1301
2715,1301
2716,1301
2717,1301
2718,1328
2719,1341
2720,1341
2721,1341
2722,1341
2723,1341
2724,1403
2725,1402
2726,1402
2727,1402
2728,1419
2729,1420
2730,1422
2731,1421
2732,1504
2733,1504
2734,1504
2735,1504
2736,1506
2737,1415
2738,1402
2739,1268
2740,1234
2741,1233
2742,1233
2743,1233
2744,1273
2745,1272
2746,1233
2747,1239
2748,1240
2749,1240
2750,1240
2751,1402
2752,1423
2753,1504
2754,1504
2755,1504
2756,1504
2757,1504
2758,1424
2759,1461
2760,1461
2761,1461
2762,1461
2763,1461
2764,1461
2765,1504
2766,1504
2767,1504
2768,1419
2769,1328
2770,1504
2771,1504
2772,1405
2773,1404
2774,1423
2775,1423
2776,1424
2777,1506
2778,1504
2779,1504
2780,1422
2781,1421
2782,1504
2783,1504
2784,1504
2785,1504
2786,1504
2787,1300
2788,1300
2789,1300
2790,1300
2791,1300
2792,1300
2793,1300
2794,1349
2795,1350
2796,1349
2797,1349
2798,1349
2799,1349
2800,1349
2801,1349
2802,1349
2803,1349
2804,1349
2805,1349
2806,1350
2807,1350
2808,1350
2809,1350
2810,1350
2811,1428
2812,1428
2813,1428
2814,1337
2815,1337
2816,1276
2817,1276
2818,1276
2819,1276
2820,1447
2821,1447
2822,1447
2823,1447
2824,1447
2825,1447
2826,1447
2827,1354
2828,1354
2829,1354
2830,1447
2831,1354
2832,1354
2833,1324
2834,1324
2835,1324
2836,1280
2837,1280
2838,1284
2839,1284
