id,lot1,affixId1,lot2,affixId2,lot3,affixId3,lot4,affixId4,lot5,affixId5,lot6,affixId6,lot7,affixId7,lot8,affixId8,lot9,affixId9,lot10,affixId10
91,3,1958,5,1978,5,721,8,155,10,1357,10,1377,10,1297,100,55,0,0,0,0
92,3,3432,5,655,5,1277,8,1998,10,2506,10,1838,10,275,100,115,0,0,0,0
93,5,611,10,1714,10,571,20,773,30,1353,30,1373,30,1293,100,51,0,0,0,0
94,5,631,10,651,10,591,20,813,30,2134,30,853,30,833,100,111,0,0,0,0
95,10,611,15,1714,15,571,25,773,35,1353,35,1373,35,1293,100,691,0,0,0,0
96,10,631,15,651,15,591,25,813,35,2134,35,853,35,833,100,111,0,0,0,0
97,5,613,8,1716,8,573,10,775,15,1355,15,1375,15,1295,100,53,0,0,0,0
98,5,633,8,653,8,593,10,815,15,2136,15,855,15,835,100,113,0,0,0,0
99,3,615,5,1718,5,575,8,777,10,1357,10,1377,10,1297,100,55,0,0,0,0
100,3,635,5,655,5,595,8,817,10,2138,10,857,10,837,100,115,0,0,0,0
101,5,1714,10,2902,10,753,20,151,30,1534,30,1514,30,1494,100,71,0,0,0,0
102,5,733,10,651,10,711,20,1594,30,2522,30,1273,30,291,100,131,0,0,0,0
103,10,1714,15,2902,15,753,25,151,35,1534,35,1514,35,1494,100,691,0,0,0,0
104,10,733,15,651,15,711,25,1594,35,2522,35,1273,35,291,100,131,0,0,0,0
105,5,1716,8,2904,8,755,10,153,15,1536,15,1516,15,1496,100,73,0,0,0,0
106,5,735,8,653,8,713,10,1596,15,2524,15,1275,15,293,100,133,0,0,0,0
107,3,1718,5,2906,5,757,8,155,10,1538,10,1518,10,1498,100,75,0,0,0,0
108,3,737,5,655,5,715,8,1598,10,2526,10,1277,10,295,100,135,0,0,0,0
109,5,1804,10,1363,10,1343,20,141,30,1303,30,1283,30,1323,100,661,0,0,0,0
110,5,641,10,301,10,1263,20,1984,30,2512,30,1844,30,201,100,41,0,0,0,0
111,10,1804,15,1363,15,1343,25,141,35,1303,35,1283,35,1323,100,681,0,0,0,0
112,10,641,15,301,15,1263,25,1984,35,2512,35,1844,35,201,100,41,0,0,0,0
113,5,1724,10,2390,10,1504,20,141,30,1444,30,1484,30,1464,100,661,0,0,0,0
114,5,641,10,722,10,701,20,1604,30,2492,30,1263,30,221,100,61,0,0,0,0
115,10,1724,15,2390,15,1504,25,141,35,1444,35,1484,35,1464,100,681,0,0,0,0
116,10,641,15,722,15,701,25,1604,35,2492,35,1263,35,221,100,61,0,0,0,0
117,5,1806,10,1365,10,1345,20,143,30,1305,30,1285,30,1325,100,663,0,0,0,0
118,5,643,10,303,10,1265,20,1986,30,2514,30,1846,30,203,100,43,0,0,0,0
119,10,1806,15,1365,15,1345,25,143,35,1305,35,1285,35,1325,100,683,0,0,0,0
120,10,643,15,303,15,1265,25,1986,35,2514,35,1846,35,203,100,43,0,0,0,0
121,5,1808,10,1367,10,1347,20,145,30,1307,30,1287,30,1327,100,665,0,0,0,0
122,5,645,10,305,10,1267,20,1988,30,2516,30,1848,30,205,100,45,0,0,0,0
123,10,1808,15,1367,15,1347,25,145,35,1307,35,1287,35,1327,100,685,0,0,0,0
124,10,645,15,305,15,1267,25,1988,35,2516,35,1848,35,205,100,45,0,0,0,0
125,5,601,10,1724,10,521,20,783,30,1303,30,1283,30,1323,100,661,0,0,0,0
126,5,621,10,641,10,803,20,763,30,2084,30,823,30,843,100,41,0,0,0,0
127,10,601,15,1724,15,521,25,783,35,1303,35,1283,35,1323,100,681,0,0,0,0
128,10,621,15,641,15,803,25,763,35,2084,35,823,35,843,100,41,0,0,0,0
129,5,603,10,1726,10,523,20,785,30,1305,30,1285,30,1325,100,663,0,0,0,0
130,5,623,10,643,10,805,20,765,30,2086,30,825,30,845,100,43,0,0,0,0
131,10,603,15,1726,15,523,25,785,35,1305,35,1285,35,1325,100,683,0,0,0,0
132,10,623,15,643,15,805,25,765,35,2086,35,825,35,845,100,43,0,0,0,0
133,5,605,10,1728,10,525,20,787,30,1307,30,1287,30,1327,100,665,0,0,0,0
134,5,625,10,645,10,807,20,767,30,2088,30,827,30,847,100,45,0,0,0,0
135,10,605,15,1728,15,525,25,787,35,1307,35,1287,35,1327,100,685,0,0,0,0
136,10,625,15,645,15,807,25,767,35,2088,35,827,35,847,100,45,0,0,0,0
137,5,1726,10,2392,10,1506,20,143,30,1446,30,1486,30,1466,100,663,0,0,0,0
138,5,643,10,722,10,703,20,1606,30,2494,30,1265,30,223,100,63,0,0,0,0
139,10,1726,15,2392,15,1506,25,143,35,1446,35,1486,35,1466,100,683,0,0,0,0
140,10,643,15,722,15,703,25,1606,35,2494,35,1265,35,223,100,63,0,0,0,0
141,5,1728,10,2394,10,1508,20,145,30,1448,30,1488,30,1468,100,665,0,0,0,0
142,5,645,10,722,10,705,20,1608,30,2496,30,1267,30,225,100,65,0,0,0,0
143,10,1728,15,2394,15,1508,25,145,35,1448,35,1488,35,1468,100,685,0,0,0,0
144,10,645,15,722,15,705,25,1608,35,2496,35,1267,35,225,100,65,0,0,0,0
145,5,1810,10,1369,10,1349,20,147,30,1309,30,1289,30,1329,100,667,0,0,0,0
146,5,647,10,307,10,1269,20,1990,30,2518,30,1850,30,207,100,47,0,0,0,0
147,10,1810,15,1369,15,1349,25,147,35,1309,35,1289,35,1329,100,687,0,0,0,0
148,10,647,15,307,15,1269,25,1990,35,2518,35,1850,35,207,100,47,0,0,0,0
149,5,1812,10,1371,10,1351,20,149,30,1311,30,1291,30,1331,100,669,0,0,0,0
150,5,649,10,309,10,1271,20,1992,30,2520,30,1852,30,209,100,49,0,0,0,0
151,10,1812,15,1371,15,1351,25,149,35,1311,35,1291,35,1331,100,689,0,0,0,0
152,10,649,15,309,15,1271,25,1992,35,2520,35,1852,35,209,100,49,0,0,0,0
153,5,607,10,1730,10,527,20,789,30,1309,30,1289,30,1329,100,667,0,0,0,0
154,5,627,10,647,10,809,20,769,30,2090,30,829,30,849,100,47,0,0,0,0
155,10,607,15,1730,15,527,25,789,35,1309,35,1289,35,1329,100,687,0,0,0,0
156,10,627,15,647,15,809,25,769,35,2090,35,829,35,849,100,47,0,0,0,0
157,5,609,10,1732,10,529,20,791,30,1311,30,1291,30,1331,100,669,0,0,0,0
158,5,629,10,649,10,811,20,771,30,2092,30,831,30,851,100,49,0,0,0,0
159,10,609,15,1732,15,529,25,791,35,1311,35,1291,35,1331,100,689,0,0,0,0
160,10,629,15,649,15,811,25,771,35,2092,35,831,35,851,100,49,0,0,0,0
161,5,1730,10,2396,10,1510,20,147,30,1450,30,1490,30,1470,100,667,0,0,0,0
162,5,647,10,722,10,707,20,1610,30,2498,30,1269,30,227,100,67,0,0,0,0
163,10,1730,15,2396,15,1510,25,147,35,1450,35,1490,35,1470,100,687,0,0,0,0
164,10,647,15,722,15,707,25,1610,35,2498,35,1269,35,227,100,67,0,0,0,0
165,5,1732,10,2398,10,1512,20,149,30,1452,30,1492,30,1472,100,669,0,0,0,0
166,5,649,10,722,10,709,20,1612,30,2500,30,1271,30,229,100,69,0,0,0,0
167,10,1732,15,2398,15,1512,25,149,35,1452,35,1492,35,1472,100,689,0,0,0,0
168,10,649,15,722,15,709,25,1612,35,2500,35,1271,35,229,100,69,0,0,0,0
169,5,1814,10,1373,10,1353,20,151,30,1313,30,1293,30,1333,100,671,0,0,0,0
170,5,651,10,311,10,1273,20,1994,30,2522,30,1854,30,211,100,51,0,0,0,0
171,10,1814,15,1373,15,1353,25,151,35,1313,35,1293,35,1333,100,691,0,0,0,0
172,10,651,15,311,15,1273,25,1994,35,2522,35,1854,35,211,100,51,0,0,0,0
173,5,1816,8,1375,8,1355,10,153,15,1315,15,1295,15,1335,100,673,0,0,0,0
174,5,653,8,313,8,1275,10,1996,15,2524,15,1856,15,213,100,53,0,0,0,0
175,3,1818,5,1377,5,1357,8,155,10,1317,10,1297,10,1337,100,675,0,0,0,0
176,3,655,5,315,5,1277,8,1998,10,2526,10,1858,10,215,100,55,0,0,0,0
177,5,611,10,1734,10,531,20,793,30,1313,30,1293,30,1333,100,671,0,0,0,0
178,5,631,10,651,10,813,20,773,30,2094,30,833,30,853,100,51,0,0,0,0
179,10,611,15,1734,15,531,25,793,35,1313,35,1293,35,1333,100,691,0,0,0,0
180,10,631,15,651,15,813,25,773,35,2094,35,833,35,853,100,51,0,0,0,0
181,5,613,8,1736,8,533,10,795,15,1315,15,1295,15,1335,100,673,0,0,0,0
182,5,633,8,653,8,815,10,775,15,2096,15,835,15,855,100,53,0,0,0,0
183,3,615,5,1738,5,535,8,797,10,1317,10,1297,10,1337,100,675,0,0,0,0
184,3,635,5,655,5,817,8,777,10,2098,10,837,10,857,100,55,0,0,0,0
185,5,1734,10,2400,10,1514,20,151,30,1454,30,1494,30,1474,100,671,0,0,0,0
186,5,651,10,722,10,711,20,1614,30,2502,30,1273,30,231,100,71,0,0,0,0
187,10,1734,15,2400,15,1514,25,151,35,1454,35,1494,35,1474,100,691,0,0,0,0
188,10,651,15,722,15,711,25,1614,35,2502,35,1273,35,231,100,71,0,0,0,0
189,5,1736,8,2402,8,1516,10,153,15,1456,15,1496,15,1476,100,673,0,0,0,0
190,5,653,8,722,8,713,10,1616,15,2504,15,1275,15,233,100,73,0,0,0,0
191,3,1738,5,2404,5,1518,8,155,10,1458,10,1498,10,1478,100,675,0,0,0,0
192,3,655,5,722,5,715,8,1618,10,2506,10,1277,10,235,100,75,0,0,0,0
193,5,1866,10,303,10,721,20,1345,30,1365,30,1325,30,3595,100,43,0,0,0,0
194,5,643,10,3435,10,1265,20,2494,30,1285,30,1305,30,103,100,2006,0,0,0,0
195,10,1866,15,303,15,721,25,1345,35,1365,35,1325,35,3595,100,683,0,0,0,0
196,10,643,15,3435,15,1265,25,2494,35,1285,35,1305,35,103,100,2006,0,0,0,0
197,5,1868,10,305,10,721,20,1347,30,1367,30,1327,30,3597,100,45,0,0,0,0
198,5,645,10,3437,10,1267,20,2496,30,1287,30,1307,30,105,100,2008,0,0,0,0
199,10,1868,15,305,15,721,25,1347,35,1367,35,1327,35,3597,100,685,0,0,0,0
200,10,645,15,3437,15,1267,25,2496,35,1287,35,1307,35,105,100,2008,0,0,0,0
201,5,523,10,583,10,563,20,1345,30,1365,30,1325,30,3595,100,43,0,0,0,0
202,5,623,10,3435,10,543,20,805,30,2166,30,845,30,785,100,2006,0,0,0,0
203,10,523,15,583,15,563,25,1345,35,1365,35,1325,35,3595,100,683,0,0,0,0
204,10,623,15,3435,15,543,25,805,35,2166,35,845,35,785,100,2006,0,0,0,0
205,5,525,10,585,10,565,20,1347,30,1367,30,1327,30,3597,100,45,0,0,0,0
206,5,625,10,3437,10,545,20,807,30,2168,30,847,30,787,100,2008,0,0,0,0
207,10,525,15,585,15,565,25,1347,35,1367,35,1327,35,3597,100,685,0,0,0,0
208,10,625,15,3437,15,545,25,807,35,2168,35,847,35,787,100,2008,0,0,0,0
209,5,1766,10,1446,10,143,20,1526,30,1506,30,2494,30,3595,100,63,0,0,0,0
210,5,703,10,722,10,745,20,1626,30,1466,30,1486,30,123,100,2006,0,0,0,0
211,10,1766,15,1446,15,143,25,1526,35,1506,35,2494,35,3595,100,683,0,0,0,0
212,10,703,15,722,15,745,25,1626,35,1466,35,1486,35,123,100,2006,0,0,0,0
213,5,1768,10,1448,10,145,20,1528,30,1508,30,2496,30,3597,100,65,0,0,0,0
214,5,705,10,722,10,747,20,1628,30,1468,30,1488,30,125,100,2008,0,0,0,0
215,10,1768,15,1448,15,145,25,1528,35,1508,35,2496,35,3597,100,685,0,0,0,0
216,10,705,15,722,15,747,25,1628,35,1468,35,1488,35,125,100,2008,0,0,0,0
217,5,1870,10,307,10,721,20,1349,30,1369,30,1329,30,3599,100,47,0,0,0,0
218,5,647,10,3439,10,1269,20,2498,30,1289,30,1309,30,107,100,2010,0,0,0,0
219,10,1870,15,307,15,721,25,1349,35,1369,35,1329,35,3599,100,687,0,0,0,0
220,10,647,15,3439,15,1269,25,2498,35,1289,35,1309,35,107,100,2010,0,0,0,0
221,5,1872,10,309,10,721,20,1351,30,1371,30,1331,30,3601,100,49,0,0,0,0
222,5,649,10,3441,10,1271,20,2500,30,1291,30,1311,30,109,100,2012,0,0,0,0
223,10,1872,15,309,15,721,25,1351,35,1371,35,1331,35,3601,100,689,0,0,0,0
224,10,649,15,3441,15,1271,25,2500,35,1291,35,1311,35,109,100,2012,0,0,0,0
225,5,527,10,587,10,567,20,1349,30,1369,30,1329,30,3599,100,47,0,0,0,0
226,5,627,10,3439,10,547,20,809,30,2170,30,849,30,789,100,2010,0,0,0,0
227,10,527,15,587,15,567,25,1349,35,1369,35,1329,35,3599,100,687,0,0,0,0
228,10,627,15,3439,15,547,25,809,35,2170,35,849,35,789,100,2010,0,0,0,0
229,5,529,10,589,10,569,20,1351,30,1371,30,1331,30,3601,100,49,0,0,0,0
230,5,629,10,3441,10,549,20,811,30,2172,30,851,30,791,100,2012,0,0,0,0
231,10,529,15,589,15,569,25,1351,35,1371,35,1331,35,3601,100,689,0,0,0,0
232,10,629,15,3441,15,549,25,811,35,2172,35,851,35,791,100,2012,0,0,0,0
233,5,1770,10,1450,10,147,20,1530,30,1510,30,2498,30,3599,100,67,0,0,0,0
234,5,707,10,722,10,749,20,1630,30,1470,30,1490,30,127,100,2010,0,0,0,0
235,10,1770,15,1450,15,147,25,1530,35,1510,35,2498,35,3599,100,687,0,0,0,0
236,10,707,15,722,15,749,25,1630,35,1470,35,1490,35,127,100,2010,0,0,0,0
237,5,1772,10,1452,10,149,20,1532,30,1512,30,2500,30,3601,100,69,0,0,0,0
238,5,709,10,722,10,751,20,1632,30,1472,30,1492,30,129,100,2012,0,0,0,0
239,10,1772,15,1452,15,149,25,1532,35,1512,35,2500,35,3601,100,689,0,0,0,0
240,10,709,15,722,15,751,25,1632,35,1472,35,1492,35,129,100,2012,0,0,0,0
241,5,1874,10,311,10,721,20,1353,30,1373,30,1333,30,3603,100,51,0,0,0,0
242,5,651,10,3443,10,1273,20,2502,30,1293,30,1313,30,111,100,2014,0,0,0,0
243,10,1874,15,311,15,721,25,1353,35,1373,35,1333,35,3603,100,691,0,0,0,0
244,10,651,15,3443,15,1273,25,2502,35,1293,35,1313,35,111,100,2014,0,0,0,0
245,5,1876,8,313,8,721,10,1355,15,1375,15,1335,15,3605,100,53,0,0,0,0
246,5,653,8,3445,8,1275,10,2504,15,1295,15,1315,15,113,100,2016,0,0,0,0
247,3,1878,5,315,5,721,8,1357,10,1377,10,1337,10,3607,100,55,0,0,0,0
248,3,655,5,3447,5,1277,8,2506,10,1297,10,1317,10,115,100,2018,0,0,0,0
249,5,531,10,591,10,571,20,1353,30,1373,30,1333,30,3603,100,51,0,0,0,0
250,5,631,10,3443,10,551,20,813,30,2174,30,853,30,793,100,2014,0,0,0,0
251,10,531,15,591,15,571,25,1353,35,1373,35,1333,35,3603,100,691,0,0,0,0
252,10,631,15,3443,15,551,25,813,35,2174,35,853,35,793,100,2014,0,0,0,0
253,5,533,8,593,8,573,10,1355,15,1375,15,1335,15,3605,100,53,0,0,0,0
254,5,633,8,3445,8,553,10,815,15,2176,15,855,15,795,100,2016,0,0,0,0
255,3,535,5,595,5,575,8,1357,10,1377,10,1337,10,3607,100,55,0,0,0,0
256,3,635,5,3447,5,555,8,817,10,2178,10,857,10,797,100,2018,0,0,0,0
257,5,1774,10,1454,10,151,20,1534,30,1514,30,2502,30,3603,100,71,0,0,0,0
258,5,711,10,722,10,753,20,1634,30,1474,30,1494,30,131,100,2014,0,0,0,0
259,10,1774,15,1454,15,151,25,1534,35,1514,35,2502,35,3603,100,691,0,0,0,0
260,10,711,15,722,15,753,25,1634,35,1474,35,1494,35,131,100,2014,0,0,0,0
261,5,1776,8,1456,8,153,10,1536,15,1516,15,2504,15,3605,100,73,0,0,0,0
262,5,713,8,722,8,755,10,1636,15,1476,15,1496,15,133,100,2016,0,0,0,0
263,3,1778,5,1458,5,155,8,1538,10,1518,10,2506,10,3607,100,75,0,0,0,0
264,3,715,5,722,5,757,8,1638,10,1478,10,1498,10,135,100,2018,0,0,0,0
265,5,1906,10,2312,10,1986,20,203,30,1345,30,1285,30,1305,100,43,0,0,0,0
266,5,3435,10,1966,10,1265,20,1806,30,1786,30,3595,30,303,100,143,0,0,0,0
267,10,1906,15,2312,15,1986,25,203,35,1345,35,1285,35,1305,100,683,0,0,0,0
268,10,3435,15,1966,15,1265,25,1806,35,1786,35,3595,35,303,100,143,0,0,0,0
269,5,1908,10,2314,10,1988,20,205,30,1347,30,1287,30,1307,100,45,0,0,0,0
270,5,3437,10,1968,10,1267,20,1808,30,1788,30,3597,30,305,100,145,0,0,0,0
271,10,1908,15,2314,15,1988,25,205,35,1347,35,1287,35,1307,100,685,0,0,0,0
272,10,3437,15,1968,15,1267,25,1808,35,1788,35,3597,35,305,100,145,0,0,0,0
273,5,1746,10,583,10,543,20,825,30,1345,30,1285,30,1305,100,43,0,0,0,0
274,5,623,10,603,10,765,20,1806,30,1786,30,3595,30,303,100,143,0,0,0,0
275,10,1746,15,583,15,543,25,825,35,1345,35,1285,35,1305,100,683,0,0,0,0
276,10,623,15,603,15,765,25,1806,35,1786,35,3595,35,303,100,143,0,0,0,0
277,5,1748,10,585,10,545,20,827,30,1347,30,1287,30,1307,100,45,0,0,0,0
278,5,625,10,605,10,767,20,1808,30,1788,30,3597,30,305,100,145,0,0,0,0
279,10,1748,15,585,15,545,25,827,35,1347,35,1287,35,1307,100,685,0,0,0,0
280,10,625,15,605,15,767,25,1808,35,1788,35,3597,35,305,100,145,0,0,0,0
281,5,2392,10,1766,10,745,20,223,30,1446,30,1466,30,1506,100,63,0,0,0,0
282,5,3455,10,703,10,1666,20,123,30,1265,30,3595,30,303,100,143,0,0,0,0
283,10,2392,15,1766,15,745,25,223,35,1446,35,1466,35,1506,100,683,0,0,0,0
284,10,3455,15,703,15,1666,25,123,35,1265,35,3595,35,303,100,143,0,0,0,0
285,5,2394,10,1768,10,747,20,225,30,1448,30,1468,30,1508,100,65,0,0,0,0
286,5,3457,10,705,10,1668,20,125,30,1267,30,3597,30,305,100,145,0,0,0,0
287,10,2394,15,1768,15,747,25,225,35,1448,35,1468,35,1508,100,685,0,0,0,0
288,10,3457,15,705,15,1668,25,125,35,1267,35,3597,35,305,100,145,0,0,0,0
289,5,1910,10,2316,10,1990,20,207,30,1349,30,1289,30,1309,100,47,0,0,0,0
290,5,3439,10,1970,10,1269,20,1810,30,1790,30,3599,30,307,100,147,0,0,0,0
291,10,1910,15,2316,15,1990,25,207,35,1349,35,1289,35,1309,100,687,0,0,0,0
292,10,3439,15,1970,15,1269,25,1810,35,1790,35,3599,35,307,100,147,0,0,0,0
293,5,1912,10,2318,10,1992,20,209,30,1351,30,1291,30,1311,100,49,0,0,0,0
294,5,3441,10,1972,10,1271,20,1812,30,1792,30,3601,30,309,100,149,0,0,0,0
295,10,1912,15,2318,15,1992,25,209,35,1351,35,1291,35,1311,100,689,0,0,0,0
296,10,3441,15,1972,15,1271,25,1812,35,1792,35,3601,35,309,100,149,0,0,0,0
297,5,1750,10,587,10,547,20,829,30,1349,30,1289,30,1309,100,47,0,0,0,0
298,5,627,10,607,10,769,20,1810,30,1790,30,3599,30,307,100,147,0,0,0,0
299,10,1750,15,587,15,547,25,829,35,1349,35,1289,35,1309,100,687,0,0,0,0
300,10,627,15,607,15,769,25,1810,35,1790,35,3599,35,307,100,147,0,0,0,0
301,5,1752,10,589,10,549,20,831,30,1351,30,1291,30,1311,100,49,0,0,0,0
