ID,ParamID,Name,LvMin,LvMax,Flag(Named),DropTableID,RstDebuffRev
111,650,148,50,50,0,3547,0
112,652,149,1,1,0,3554,0
113,654,150,1,1,0,3547,0
114,656,151,1,1,0,3554,0
115,659,152,1,1,0,3561,0
116,662,153,1,1,0,3565,0
117,665,154,1,1,0,3561,0
118,667,155,1,1,0,3565,0
119,671,157,1,1,0,3569,0
120,673,158,1,1,0,3576,0
121,675,159,1,1,0,3569,0
122,684,162,1,1,0,3583,0
123,686,163,1,1,0,3587,0
124,688,164,1,1,0,3583,0
125,690,165,1,1,0,3587,0
126,697,167,1,1,0,3591,0
127,699,168,1,1,0,3596,0
128,701,169,1,1,0,3591,0
129,703,170,1,1,0,3596,0
130,708,171,1,1,0,3601,0
131,711,172,1,1,0,3606,0
132,713,173,1,1,0,3601,0
133,715,174,1,1,0,3606,0
134,718,175,1,1,0,3610,0
135,721,176,1,1,0,3613,0
136,723,177,1,1,0,3616,0
137,725,178,1,1,0,3610,0
138,727,179,1,1,0,3616,0
139,743,181,1,1,0,3622,0
140,746,182,1,1,0,3631,0
141,752,499,71,71,0,3640,0
142,750,184,1,1,0,3631,0
143,757,185,1,1,0,3649,0
144,759,186,1,1,0,3652,0
145,761,187,1,1,0,3652,0
146,763,188,1,1,0,3649,0
147,765,189,1,1,0,3655,0
148,771,192,1,1,0,3658,0
149,775,193,1,1,0,3658,0
150,778,194,1,1,0,3667,0
151,780,195,1,1,0,3685,0
152,795,198,1,1,0,3704,0
153,797,199,1,1,0,3707,0
154,799,200,1,1,0,3704,0
155,801,201,1,1,0,3704,0
156,803,202,1,1,0,3704,0
157,810,204,1,1,0,3710,0
158,813,205,1,1,0,3714,0
159,815,206,1,1,0,3710,0
160,817,207,1,1,0,3714,0
161,819,208,1,1,0,3718,0
162,822,209,1,1,0,3718,0
163,826,211,1,1,0,3722,0
164,829,212,1,1,0,3731,0
165,834,213,1,1,0,3722,0
166,835,214,1,1,0,3731,0
167,837,215,1,1,0,3740,0
168,839,216,1,1,0,3742,0
169,841,217,1,1,0,3740,0
170,843,218,1,1,0,3742,0
171,846,219,50,50,0,3744,0
172,848,220,1,1,0,3744,0
173,853,221,1,1,0,3750,0
174,853,222,1,1,0,3750,0
175,857,226,1,1,0,3758,0
176,866,229,1,1,0,3772,0
177,868,230,1,1,0,3776,0
178,870,231,1,1,0,3772,0
179,872,232,1,1,0,3776,0
180,876,234,1,1,0,3780,0
181,880,235,1,1,0,3784,0
182,882,236,1,1,0,3780,0
183,884,237,1,1,0,3780,0
184,886,238,1,1,0,3780,0
185,888,239,1,1,0,3784,0
186,898,244,1,1,0,3788,0
187,900,245,1,1,0,3788,0
188,902,246,1,1,0,3788,0
189,43,27,1,1,0,3174,0
190,45,28,1,1,0,3182,0
191,47,29,1,1,0,3190,0
192,49,30,1,1,0,3198,0
193,72,36,1,1,0,3212,0
194,85,41,1,1,0,3219,0
195,87,42,1,1,0,3227,0
196,89,43,1,1,0,3235,0
197,91,44,1,1,0,3243,0
198,111,50,1,1,0,3272,0
199,113,51,1,1,0,3280,0
200,115,52,1,1,0,3288,0
201,141,57,1,1,0,3308,0
202,153,62,1,1,0,3314,0
203,155,63,1,1,0,3314,0
204,157,64,1,1,0,3314,0
205,159,65,1,1,0,3314,0
206,530,105,1,1,0,3435,0
207,532,106,1,1,0,3430,0
208,572,120,1,1,0,3484,0
209,588,128,1,1,0,3486,0
210,669,156,1,1,0,3565,0
211,677,160,1,1,0,3576,0
212,692,166,1,1,0,3583,0
213,767,190,1,1,0,3652,0
214,769,191,1,1,0,3655,0
215,824,210,1,1,0,3718,0
216,874,233,1,1,0,3776,0
217,890,240,1,1,0,3780,0
218,892,241,1,1,0,3780,0
219,894,242,1,1,0,3780,0
220,896,243,1,1,0,3780,0
221,913,72,1,1,0,3358,0
222,221,72,1,1,0,3358,0
223,223,72,1,1,0,3358,0
224,225,72,1,1,0,3358,0
225,227,72,1,1,0,3358,0
226,229,72,1,1,0,3358,0
227,231,72,1,1,0,3358,0
228,233,72,1,1,0,3358,0
229,235,72,1,1,0,3358,0
230,237,72,1,1,0,3358,0
231,239,72,1,1,0,3358,0
232,241,72,1,1,0,3358,0
233,243,72,1,1,0,3358,0
234,245,72,1,1,0,3358,0
235,249,72,1,1,0,3360,0
236,251,72,1,1,0,3360,0
237,253,72,1,1,0,3360,0
238,255,72,1,1,0,3360,0
239,257,72,1,1,0,3360,0
240,259,72,1,1,0,3360,0
241,261,72,1,1,0,3360,0
242,263,72,1,1,0,3360,0
243,265,72,1,1,0,3360,0
244,267,72,1,1,0,3360,0
245,269,72,1,1,0,3360,0
246,271,72,1,1,0,3360,0
247,273,72,1,1,0,3360,0
248,278,72,1,1,0,3358,0
249,280,72,1,1,0,3358,0
250,282,72,1,1,0,3358,0
251,284,72,1,1,0,3358,0
252,286,72,1,1,0,3358,0
253,288,72,1,1,0,3358,0
254,290,72,1,1,0,3358,0
255,292,72,1,1,0,3358,0
256,294,72,1,1,0,3358,0
257,296,72,1,1,0,3358,0
258,298,72,1,1,0,3358,0
259,300,72,1,1,0,3358,0
260,302,72,1,1,0,3358,0
261,307,72,1,1,0,3360,0
262,309,72,1,1,0,3360,0
263,311,72,1,1,0,3360,0
264,313,72,1,1,0,3360,0
265,315,72,1,1,0,3360,0
266,317,72,1,1,0,3360,0
267,319,72,1,1,0,3360,0
268,321,72,1,1,0,3360,0
269,323,72,1,1,0,3360,0
270,325,72,1,1,0,3360,0
271,327,72,1,1,0,3360,0
272,329,72,1,1,0,3360,0
273,331,72,1,1,0,3360,0
274,365,84,1,1,0,3397,0
275,366,84,1,1,0,3397,0
276,367,84,1,1,0,3397,0
277,368,84,1,1,0,3397,0
278,384,85,1,1,0,3399,0
279,385,85,1,1,0,3399,0
280,386,85,1,1,0,3399,0
281,387,85,1,1,0,3399,0
282,394,86,1,1,0,3401,0
283,396,86,1,1,0,3401,0
284,398,86,1,1,0,3401,0
285,401,86,1,1,0,3401,0
286,403,86,1,1,0,3401,0
287,405,86,1,1,0,3401,0
288,407,86,1,1,0,3401,0
289,409,86,1,1,0,3401,0
290,411,86,1,1,0,3401,0
291,413,86,1,1,0,3401,0
292,415,86,1,1,0,3401,0
293,417,86,1,1,0,3401,0
294,419,86,1,1,0,3401,0
295,447,88,1,1,0,3403,0
296,449,88,1,1,0,3403,0
297,451,88,1,1,0,3403,0
298,453,88,1,1,0,3403,0
299,455,88,1,1,0,3403,0
300,457,88,1,1,0,3403,0
301,459,88,1,1,0,3403,0
302,461,88,1,1,0,3403,0
303,463,88,1,1,0,3403,0
304,465,88,1,1,0,3403,0
305,467,88,1,1,0,3403,0
306,469,88,1,1,0,3403,0
307,471,88,1,1,0,3403,0
308,179,71,1,1,0,3336,0
309,180,71,1,1,0,3336,0
310,181,71,1,1,0,3336,0
311,358,80,1,1,0,3370,0
312,534,98,1,1,0,3425,0
313,547,107,1,1,0,3440,0
314,574,121,1,1,0,3484,0
315,576,122,1,1,0,3484,0
316,637,142,1,1,0,3536,0
317,639,143,1,1,0,3536,0
318,679,161,1,1,0,3569,0
319,805,203,1,1,0,3707,0
320,785,195,1,1,0,3685,0
321,595,131,1,1,0,3497,0
322,7,5,1,1,0,3107,0
323,8,5,1,1,0,3107,0
324,9,5,1,1,0,3107,0
325,10,5,1,1,0,3107,0
326,11,5,1,1,0,3107,0
327,12,5,1,1,0,3107,0
328,13,5,1,1,0,3107,0
329,124,53,1,1,0,3296,0
330,129,54,1,1,0,3304,0
331,608,132,1,1,0,3511,0
332,610,133,1,1,0,3516,0
333,729,180,1,1,0,3619,0
334,786,196,1,1,0,3692,0
335,788,197,1,1,0,3697,0
336,859,227,1,1,0,3766,0
337,861,228,1,1,0,3769,0
338,904,247,1,1,0,3792,0
339,907,248,1,1,0,3796,0
340,182,71,1,1,0,3336,0
341,183,71,1,1,0,3336,0
342,184,71,1,1,0,3336,0
343,185,71,1,1,0,3336,0
344,186,71,1,1,0,3336,0
345,187,71,1,1,0,3336,0
346,188,71,1,1,0,3347,0
347,188,71,1,1,0,3347,0
348,568,1936,1,1,0,2902,0
349,659,1937,3,3,0,3561,3
350,659,1938,4,4,0,2927,3
351,539,1939,5,5,1,2891,0
352,394,1940,7,7,0,3401,0
353,401,1941,7,7,0,3401,0
354,398,1942,7,7,0,3401,0
355,401,1943,8,8,0,3401,0
356,415,1944,8,8,0,3401,0
357,442,1945,10,10,0,2865,0
358,421,1946,15,15,0,3401,0
359,422,1947,15,15,0,3401,0
360,423,1948,15,15,0,3401,0
361,239,1949,16,16,0,3358,0
362,225,1950,16,16,0,3358,0
363,508,1951,16,16,0,2867,0
364,145,1952,16,16,0,3314,5
365,147,1953,16,16,0,3314,5
366,149,1954,16,16,0,3314,5
367,77,1955,18,18,0,3219,0
368,79,1956,18,18,0,3227,0
369,81,1957,20,20,0,2825,0
370,664,1958,20,20,0,3565,0
371,664,1959,20,20,0,3565,0
372,664,1960,20,20,0,3565,0
373,774,1961,24,24,0,2931,0
374,664,1962,19,21,0,3565,0
375,636,1963,19,21,0,3536,0
376,77,1964,22,22,0,3219,0
377,79,1965,22,22,0,3227,0
378,77,1964,24,24,0,3219,0
379,79,1965,24,24,0,3227,0
380,83,1966,24,24,0,3243,0
381,24,1967,28,28,0,2804,0
382,27,1968,28,28,0,3165,0
383,27,1969,29,29,0,3165,0
384,31,1970,28,28,0,3169,0
385,31,1971,27,27,0,3169,0
386,35,1972,28,28,0,3174,0
387,35,1973,29,29,0,3174,0
388,35,1974,28,28,0,3174,0
389,37,1975,27,27,0,3182,0
390,37,1976,29,29,0,3182,0
391,37,1977,28,28,0,3182,0
392,39,1978,27,27,0,3190,0
393,39,1979,28,28,0,3190,0
394,41,1980,29,29,0,3198,0
395,41,1981,28,28,0,3198,0
396,41,1982,27,27,0,3198,0
397,60,1983,28,28,0,3206,0
398,60,1984,29,29,0,3206,0
399,60,1985,28,28,0,3206,0
400,60,1986,27,27,0,3206,0
401,68,1987,26,28,0,3212,0
402,77,1964,29,29,0,3219,0
403,77,1989,30,30,0,3219,0
404,77,1990,28,28,0,3219,0
405,79,1965,29,29,0,3227,0
406,79,1992,30,30,0,3227,0
407,79,1993,28,28,0,3227,0
408,81,1966,29,29,0,3235,0
409,81,1995,30,30,0,3235,0
410,81,1996,28,28,0,3235,0
411,83,1997,29,29,0,3243,0
412,83,1998,30,30,0,3243,0
413,249,1999,22,24,0,3360,0
414,309,2000,22,24,0,3360,0
415,225,2001,25,28,0,3358,0
416,231,2002,25,28,0,3358,0
417,292,2003,28,28,0,3358,0
418,394,2004,19,21,0,3401,0
419,407,2005,21,22,0,3401,0
420,509,2006,31,31,0,2871,0
421,510,2007,31,31,0,2883,0
422,495,2008,32,32,0,3407,4
423,502,2008,32,32,0,3407,4
424,503,2009,32,32,0,3409,4
425,511,2010,34,34,0,3421,0
426,512,2011,33,33,0,3423,0
427,19,2012,35,35,0,2779,0
428,100,2013,34,34,0,2833,0
429,101,2014,33,33,0,910,0
430,101,2014,33,33,0,3258,0
431,22,2015,39,39,0,3124,0
432,23,2016,39,39,0,2793,0
433,170,2017,35,35,0,3317,0
434,98,2018,35,36,0,3219,0
435,58,2019,36,37,0,3174,0
436,170,2017,35,35,0,3317,0
437,99,2021,35,36,0,3227,0
438,59,2022,36,37,0,3182,0
439,170,2023,37,37,0,3317,0
440,105,2024,44,44,0,3272,0
441,177,2025,45,45,0,3333,0
442,177,2026,45,45,0,2859,0
443,35,600,47,47,0,3174,0
444,37,607,47,47,0,3182,0
445,39,614,47,47,0,3190,0
446,41,621,47,47,0,3198,0
447,60,656,45,45,0,3206,0
448,77,698,1,1,0,3219,0
449,77,698,1,1,0,3219,0
450,77,698,46,46,0,3219,0
451,79,705,46,46,0,3227,0
452,81,712,46,46,0,3235,0
453,83,719,46,46,0,3243,0
454,77,698,1,1,0,3219,0
455,79,705,1,1,0,3227,0
456,81,712,1,1,0,3235,0
457,83,719,1,1,0,3243,0
458,109,768,48,48,0,3288,0
459,124,2639,70,70,0,3296,0
460,5,2027,50,50,0,2745,0
461,6,2027,50,50,0,2756,0
462,7,2029,50,50,0,3107,0
463,8,2030,47,47,0,3107,0
464,9,2031,46,46,0,3107,0
465,10,2032,48,48,0,3107,0
466,11,2033,47,47,0,3107,0
467,12,2034,47,47,0,3107,0
468,13,2035,47,47,0,3107,0
469,780,2036,41,50,0,3685,0
470,778,2037,50,50,0,3667,0
471,779,2038,50,50,0,2958,0
472,782,2039,50,50,0,3685,0
473,783,2040,48,48,0,3685,0
474,784,2041,49,49,0,3685,0
475,785,2042,49,49,0,3685,0
476,19,249,25,25,0,3117,0
477,171,250,25,25,0,3321,0
478,172,251,25,25,0,3327,0
479,771,192,50,50,0,3658,0
480,853,253,25,25,0,3750,0
481,22,254,60,60,0,3124,0
482,22,255,60,60,0,3124,0
483,858,226,40,40,0,3758,0
484,856,221,50,50,0,3750,0
485,851,219,45,45,0,3744,0
486,851,219,45,45,0,3744,0
487,852,220,45,45,0,3744,0
488,538,2540,8,8,0,3440,0
489,718,2592,7,9,0,3610,0
490,723,2598,16,16,0,3616,0
491,718,2593,22,28,0,3610,0
492,868,2631,16,16,0,3776,0
493,485,2501,50,50,0,1197,4
494,495,2053,32,32,0,3407,0
495,553,2043,38,38,0,3467,0
496,558,2547,22,22,0,3472,0
497,815,2617,29,29,0,3710,0
498,31,2359,33,35,0,3169,0
499,876,2632,13,15,0,3780,0
500,200,2392,27,27,0,3336,4
501,201,2393,23,23,0,3336,4
502,202,2394,25,25,0,3336,4
503,203,2395,27,27,0,3336,4
504,204,2396,24,24,0,3336,4
505,205,2397,26,26,0,3336,4
506,77,2371,22,25,0,3219,4
507,87,2378,40,42,0,3227,0
508,39,2364,37,37,0,3190,4
509,27,2352,20,20,0,3165,0
510,538,2541,24,24,0,3440,0
511,568,2551,28,28,0,3484,0
512,207,2043,30,30,0,3336,0
513,207,2043,28,28,0,3336,0
514,207,2043,27,27,0,3336,0
515,207,2043,26,26,0,3336,0
516,207,2398,33,33,0,3336,4
517,207,2401,28,28,0,3336,0
518,207,2402,27,27,0,3336,0
519,207,2403,26,26,0,3336,0
520,380,2450,28,28,0,3397,0
521,382,2451,28,28,0,3397,0
522,389,2470,28,28,0,3399,0
523,212,2399,30,30,0,3336,4
524,380,2404,28,28,0,3397,0
525,381,2405,28,28,0,3397,0
526,380,2459,28,28,0,3397,0
527,381,2461,28,28,0,3397,0
528,209,2408,40,40,0,3336,4
529,563,2548,40,40,0,3478,0
530,43,2366,43,43,0,3174,4
531,81,2375,40,40,0,3235,0
532,216,2400,43,43,0,3336,4
533,699,2583,22,24,0,2026,4
534,699,2584,22,24,0,3596,4
535,699,2585,22,24,0,2036,4
536,699,2586,22,24,0,3596,4
537,699,2587,22,24,0,3596,4
538,699,2588,22,24,0,2051,0
539,699,2589,22,24,0,2056,4
540,428,2043,23,23,0,3401,0
541,532,2539,20,22,0,1227,0
542,66,2369,32,32,0,3212,0
543,476,2043,24,24,0,3405,0
544,428,2476,31,31,0,1056,0
545,428,2476,31,31,0,1068,0
546,428,2476,30,30,0,1177,0
547,492,2496,32,32,0,3405,0
548,217,2414,60,60,0,3347,4
549,659,2568,20,22,0,3561,0
550,866,2628,21,23,0,3772,0
551,628,2563,9,9,0,3531,0
552,213,2413,35,35,0,3336,4
553,900,2635,30,32,0,3788,0
554,27,2353,28,28,0,3165,0
555,27,2354,28,28,0,3165,0
556,27,2355,28,28,0,3165,0
557,493,2509,30,30,0,3405,4
558,93,2372,30,30,0,3219,4
559,41,2365,50,50,0,3198,0
560,435,2483,17,20,0,1181,4
561,436,2484,17,20,0,1183,4
562,721,2594,19,19,0,3613,0
563,437,2485,30,30,0,3401,4
564,697,2580,30,30,0,3591,0
565,540,2545,23,23,0,3451,0
566,623,2559,32,32,0,3521,0
567,425,2473,36,36,0,3401,4
568,580,2555,39,39,0,3489,0
569,813,2613,39,39,0,3714,0
570,178,2043,32,32,0,3336,0
571,432,2043,28,28,0,3401,0
572,432,2043,28,28,0,3401,0
573,426,2474,38,38,0,3401,4
574,427,2475,32,35,0,3401,0
575,218,2407,38,38,0,3336,4
576,394,2043,28,30,0,3401,0
577,394,2043,24,26,0,3401,0
578,429,2477,34,34,0,3401,4
579,430,2478,27,30,0,3401,0
580,568,2552,39,39,0,3484,0
581,514,2530,39,39,0,3425,0
582,538,2542,39,39,0,3440,0
583,568,2553,39,39,0,3484,0
584,514,2531,39,39,0,3425,0
585,538,2543,39,39,0,3440,0
586,721,2595,30,30,0,3613,4
587,721,2043,30,30,0,3613,0
588,721,2043,30,30,0,3613,0
589,721,2596,30,30,0,3613,4
590,721,2597,33,33,0,3613,4
591,516,2533,40,40,0,3430,4
592,371,2455,37,37,0,3397,4
593,372,2456,32,34,0,3397,0
594,514,2532,38,38,0,3425,0
595,438,2486,35,35,0,3401,0
596,47,2367,35,35,0,3190,4
597,475,2490,37,37,0,3403,4
598,338,2439,40,40,0,3362,0
599,344,2445,40,40,0,3366,4
600,109,2390,40,40,0,3288,4
601,684,2579,42,45,0,3583,0
602,684,2743,42,45,0,3583,0
603,684,2744,42,45,0,3583,0
604,866,2629,32,32,0,2569,0
605,810,2609,11,15,0,3710,0
606,810,2610,32,32,0,3710,0
607,369,2745,18,18,0,1175,4
608,370,2452,18,18,0,3397,0
609,388,2471,18,18,0,3399,0
610,898,2633,17,17,0,3788,0
611,439,2488,12,12,0,3401,0
612,440,2487,12,12,0,3401,0
613,817,2618,32,32,0,2430,0
614,902,2746,25,25,0,2705,0
615,711,2591,68,68,0,3606,4
616,652,2566,56,56,0,3554,4
617,619,2558,56,56,0,3521,4
618,563,2549,56,56,0,3478,4
619,499,2515,40,40,0,3407,4
620,499,2516,48,48,0,3407,4
621,498,2518,48,48,0,3407,4
622,498,2517,40,40,0,3407,4
623,83,2377,39,39,0,3243,0
624,105,2388,39,39,0,3272,4
625,506,2519,39,39,0,3409,4
626,506,2520,39,39,0,3409,4
627,338,2440,39,39,0,3362,0
628,221,2043,37,37,0,3358,0
629,77,2043,39,39,0,3219,0
630,331,2437,37,37,0,3360,0
631,107,2389,39,39,0,3280,0
632,104,2380,40,40,0,3265,4
633,104,2747,40,40,0,917,4
634,104,2748,40,40,0,917,4
635,101,2381,41,41,0,3258,4
636,101,2382,41,41,0,3258,4
637,101,2383,42,42,0,3258,4
638,813,2614,43,43,0,3714,0
639,813,2615,45,45,0,3714,0
640,507,2525,38,38,0,3409,4
641,101,2384,38,38,0,917,4
642,830,2620,39,39,0,2471,0
643,505,2527,50,50,0,3409,4
644,253,2427,55,55,0,3360,0
645,221,2416,55,55,0,3358,0
646,507,2521,50,50,0,3409,4
647,902,2636,40,40,0,3788,0
648,473,2491,54,54,0,3403,4
649,378,2467,56,56,0,3397,4
650,3,2349,60,60,0,3085,4
651,496,2510,49,49,0,3407,4
652,104,2524,90,90,0,931,4
653,483,2499,30,30,0,3405,4
654,767,2602,30,30,0,3652,0
655,540,2546,35,35,0,3451,0
656,866,2630,30,32,0,3772,0
657,810,2611,35,35,0,3710,0
658,623,2560,36,36,0,3521,0
659,623,2561,36,36,0,3521,0
660,845,2621,20,20,0,3742,4
661,845,2622,20,20,0,3742,4
662,845,2623,20,20,0,3742,4
663,845,2624,20,20,0,3742,4
664,845,2043,20,20,0,3742,0
665,845,2625,25,25,0,3742,4
666,857,543,99,99,1,3049,0
667,1,2347,30,30,0,3081,0
668,1,2348,31,31,0,3081,0
669,206,2409,32,32,0,3336,4
670,528,2536,34,34,0,3435,0
671,625,2562,29,29,0,3526,0
672,697,2581,34,34,0,3591,0
673,141,2391,55,55,0,3308,0
674,481,2497,40,40,0,3405,0
675,482,2498,38,38,0,3405,0
676,39,2749,28,28,0,3190,4
677,488,2504,38,38,0,3405,0
678,489,2505,38,38,0,3405,0
679,490,2506,38,38,0,3405,0
680,15,2350,50,50,0,3108,4
681,15,2351,54,54,0,2770,4
682,478,2494,31,31,0,3405,0
683,373,2457,19,19,0,3397,4
684,374,2460,17,17,0,3397,0
685,375,2462,17,17,0,3397,0
686,376,2464,17,17,0,3397,0
687,214,2410,30,30,0,3336,4
688,373,2750,25,25,0,3397,4
689,374,2751,20,20,0,3397,0
690,375,2752,20,20,0,3397,0
691,376,2753,20,20,0,3397,0
692,365,2466,32,32,0,3397,0
693,311,2741,45,45,0,1020,0
694,215,2754,43,43,0,3336,4
695,373,2458,19,19,0,3397,4
696,374,2755,17,17,0,3397,0
697,375,2463,17,17,0,3397,0
698,376,2465,17,17,0,3397,0
699,496,2511,35,35,0,3407,4
700,496,2512,40,40,0,3407,4
701,496,2756,40,40,0,3407,4
702,496,2757,40,40,0,3407,4
703,580,2556,40,40,0,3489,0
704,496,2513,42,42,0,3407,4
705,817,2619,43,43,0,3714,0
706,29,2358,40,40,0,3165,0
707,487,2503,40,40,0,3405,0
708,496,2514,36,36,0,3407,4
709,497,2514,36,36,0,3407,4
710,484,2500,39,39,0,3405,4
711,233,2417,34,34,0,3358,0
712,221,2043,22,24,0,3358,0
713,221,2043,22,24,0,3358,0
714,221,2043,25,27,0,3358,0
715,249,2428,30,30,0,3360,0
716,227,2429,31,31,0,3358,0
717,259,2430,30,30,0,3360,0
718,757,2599,11,11,0,3649,0
719,810,2612,16,16,0,3710,0
720,525,2534,21,21,0,3435,0
721,628,2043,23,23,0,3531,0
722,659,2569,20,20,0,3561,0
723,365,2043,37,37,0,3397,0
724,365,2043,37,37,0,3397,0
725,378,2468,40,40,0,3397,4
726,379,2469,42,42,0,3397,4
727,591,2557,14,17,0,3495,0
728,538,2544,18,18,0,3440,0
729,667,2575,27,30,0,3565,0
730,669,2576,33,33,0,3565,0
731,528,2537,15,18,0,3435,0
732,625,2043,14,18,0,3526,0
733,671,2577,19,19,0,3569,6
734,907,2638,56,56,0,3796,4
735,857,543,99,99,0,3758,0
736,769,2603,22,22,0,3655,0
737,697,2582,14,14,0,3591,0
738,608,2758,60,60,0,3511,4
739,771,2606,80,80,0,3658,4
740,648,2565,44,44,0,3544,0
741,654,2567,46,46,0,3547,0
742,225,2418,30,30,0,3358,0
743,225,2420,31,31,0,3358,0
744,243,2421,33,33,0,1018,0
745,35,2361,40,40,0,3174,0
746,225,2419,41,41,0,3358,0
747,296,2436,48,48,0,3358,0
748,659,2570,16,16,0,3561,0
749,659,2571,12,12,0,3561,0
750,513,2529,46,46,0,3423,4
751,495,2043,35,38,0,3407,0
752,495,2043,35,38,0,3407,0
753,495,2522,44,44,0,3407,4
754,495,2523,44,44,0,3407,4
755,101,2385,52,54,0,924,4
756,101,2386,50,52,0,924,4
757,101,2387,55,55,0,924,4
758,759,2600,25,25,0,3652,0
759,765,2604,15,15,0,3655,0
760,525,2535,28,28,0,3435,0
761,568,2759,28,28,0,3484,0
762,343,2443,52,52,0,3362,0
763,572,2554,13,15,0,3484,0
764,530,2538,17,19,0,3435,0
765,431,2479,29,29,0,3401,4
766,432,2480,28,28,0,3401,0
767,491,2507,44,44,0,3405,4
768,492,2508,42,42,0,3405,4
769,637,2564,46,46,0,3536,0
770,904,2637,15,15,0,3792,0
771,433,2481,40,40,0,3401,4
772,434,2482,30,30,0,3401,0
773,474,2493,34,34,0,3403,0
774,765,2601,40,40,0,3655,0
775,769,2605,45,45,0,3655,0
776,31,2360,21,21,0,3169,0
777,225,2422,34,34,0,3358,0
778,249,2431,35,35,0,3360,0
779,77,2373,36,36,0,3219,0
780,249,2432,34,34,0,3360,0
781,35,2362,37,37,0,3174,0
782,81,2376,14,14,0,3235,0
783,229,2423,12,12,0,3358,0
784,255,2433,12,12,0,3360,0
785,68,2370,29,29,0,3212,0
786,225,2424,28,28,0,3358,0
787,27,2356,27,27,0,3165,0
788,249,2434,28,28,0,3360,0
789,35,2363,31,31,0,3174,0
790,77,2374,30,30,0,3219,0
791,211,2412,21,21,0,3336,4
792,380,2043,23,23,0,3397,0
793,381,2453,18,18,0,3397,0
794,390,2472,17,17,0,3399,0
